Datum,Vodostaj_Bileca,Dotok_Prethodni_Dan,Padavine_Trebinje,Temperatura_Vazduha,Doba_Godine,Pritisak_Mreze,Angazovani_Agregati,Preliv_Status,Padavine_Sutra,Padavine_Za2Dana,Promjena_Vodostaja
18.11.2024.,383.23,245.53,81.76,12.8,Jesen,Nisko,3,0,0.07,1.06,0.07
19.11.2024.,383.29,177.02,0.07,3.4,Jesen,Visoko,2,0,1.06,5.1,0.06
20.11.2024.,383.32,133.89,1.06,13.8,Jesen,Nisko,1,0,5.1,0.0,0.03
21.11.2024.,383.33,115.26,5.1,14.6,Jesen,Nisko,1,0,0.0,0.0,0.01
22.11.2024.,383.31,84.41,0.0,4.8,Jesen,Srednje,2,0,0.0,0.0,-0.02
23.11.2024.,383.23,62.19,0.0,8.1,Jesen,Srednje,2,0,0.0,44.48,-0.08
24.11.2024.,383.19,58.08,0.0,12.3,Jesen,Srednje,2,0,44.48,19.38,-0.04
25.11.2024.,383.17,156.27,44.48,11.4,Jesen,Visoko,3,0,19.38,4.7,-0.02
26.11.2024.,383.2,163.59,19.38,14.1,Jesen,Nisko,2,0,4.7,0.0,0.03
27.11.2024.,383.19,130.13,4.7,11.4,Jesen,Visoko,2,0,0.0,0.0,-0.01
28.11.2024.,383.18,94.56,0.0,17.1,Jesen,Srednje,2,0,0.0,0.0,-0.01
29.11.2024.,383.17,69.74,0.0,10.7,Jesen,Nisko,1,0,0.0,0.0,-0.01
30.11.2024.,383.11,51.94,0.0,8.1,Jesen,Srednje,2,0,0.0,0.0,-0.06
01.12.2024.,383.08,40.98,0.0,-0.3,Zima,Nisko,1,0,0.0,0.0,-0.03
02.12.2024.,382.99,31.09,0.0,6.9,Zima,Srednje,2,0,0.0,0.0,-0.09
03.12.2024.,382.96,25.59,0.0,4.1,Zima,Srednje,1,0,0.0,1.33,-0.03
04.12.2024.,382.89,21.0,0.0,6.5,Zima,Srednje,1,0,1.33,0.0,-0.07
05.12.2024.,382.82,19.69,1.33,6.5,Zima,Visoko,1,0,0.0,6.9,-0.07
06.12.2024.,382.78,15.2,0.0,-4.1,Zima,Srednje,1,0,6.9,0.0,-0.04
07.12.2024.,382.72,22.01,6.9,-0.6,Zima,Visoko,1,0,0.0,0.0,-0.06
08.12.2024.,382.67,20.59,0.0,-0.1,Zima,Visoko,1,0,0.0,0.0,-0.05
09.12.2024.,382.6,15.45,0.0,0.7,Zima,Srednje,1,0,0.0,0.0,-0.07
10.12.2024.,382.58,12.55,0.0,2.3,Zima,Srednje,1,0,0.0,0.0,-0.02
11.12.2024.,382.48,15.88,0.0,8.0,Zima,Visoko,2,0,0.0,10.39,-0.1
12.12.2024.,382.44,11.55,0.0,8.8,Zima,Visoko,1,0,10.39,0.0,-0.04
13.12.2024.,382.39,31.6,10.39,2.8,Zima,Visoko,1,0,0.0,0.0,-0.05
14.12.2024.,382.37,23.18,0.0,3.0,Zima,Visoko,1,0,0.0,0.0,-0.02
15.12.2024.,382.38,16.75,0.0,1.2,Zima,Nisko,0,0,0.0,2.18,0.01
16.12.2024.,382.4,15.18,0.0,4.4,Zima,Srednje,0,0,2.18,12.47,0.02
17.12.2024.,382.39,14.23,2.18,4.8,Zima,Visoko,1,0,12.47,0.0,-0.01
18.12.2024.,382.36,38.68,12.47,7.2,Zima,Visoko,1,0,0.0,0.0,-0.03
19.12.2024.,382.28,30.29,0.0,7.2,Zima,Visoko,2,0,0.0,0.0,-0.08
20.12.2024.,382.25,28.12,0.0,-5.0,Zima,Visoko,1,0,0.0,0.0,-0.03
21.12.2024.,382.24,22.38,0.0,3.4,Zima,Nisko,1,0,0.0,0.0,-0.01
22.12.2024.,382.2,22.11,0.0,9.5,Zima,Visoko,2,0,0.0,0.0,-0.04
23.12.2024.,382.12,20.86,0.0,2.2,Zima,Visoko,2,0,0.0,0.0,-0.08
24.12.2024.,382.1,15.43,0.0,8.6,Zima,Nisko,1,0,0.0,0.0,-0.02
25.12.2024.,382.07,13.44,0.0,2.8,Zima,Nisko,1,0,0.0,2.36,-0.03
26.12.2024.,382.01,12.41,0.0,4.7,Zima,Srednje,1,0,2.36,27.27,-0.06
27.12.2024.,381.93,15.17,2.36,-0.5,Zima,Visoko,1,0,27.27,15.99,-0.08
28.12.2024.,381.86,50.22,27.27,-0.4,Zima,Srednje,2,0,15.99,0.0,-0.07
29.12.2024.,381.87,67.86,15.99,6.9,Zima,Nisko,1,0,0.0,0.0,0.01
30.12.2024.,381.81,52.0,0.0,7.5,Zima,Srednje,1,0,0.0,7.2,-0.06
31.12.2024.,381.76,44.29,0.0,4.1,Zima,Srednje,1,0,7.2,48.57,-0.05
01.01.2025.,381.73,42.55,7.2,-0.9,Zima,Srednje,1,0,48.57,0.0,-0.03
02.01.2025.,381.71,102.12,48.57,4.2,Zima,Visoko,2,0,0.0,0.0,-0.02
03.01.2025.,381.68,75.11,0.0,9.0,Zima,Visoko,2,0,0.0,0.0,-0.03
04.01.2025.,381.67,56.04,0.0,11.0,Zima,Visoko,1,0,0.0,0.0,-0.01
05.01.2025.,381.57,45.75,0.0,2.7,Zima,Visoko,2,0,0.0,0.0,-0.1
06.01.2025.,381.55,33.39,0.0,-2.6,Zima,Visoko,1,0,0.0,15.34,-0.02
07.01.2025.,381.51,27.5,0.0,7.4,Zima,Visoko,2,0,15.34,0.0,-0.04
08.01.2025.,381.51,42.46,15.34,2.9,Zima,Srednje,1,0,0.0,8.7,0.0
09.01.2025.,381.48,34.79,0.0,7.8,Zima,Srednje,1,0,8.7,1.41,-0.03
10.01.2025.,381.47,38.42,8.7,5.1,Zima,Srednje,1,0,1.41,9.89,-0.01
11.01.2025.,381.46,30.07,1.41,0.5,Zima,Visoko,1,0,9.89,0.0,-0.01
12.01.2025.,381.39,36.84,9.89,4.2,Zima,Visoko,2,0,0.0,0.0,-0.07
13.01.2025.,381.29,27.44,0.0,9.2,Zima,Visoko,2,0,0.0,0.29,-0.1
14.01.2025.,381.24,22.12,0.0,3.4,Zima,Visoko,1,0,0.29,0.0,-0.05
15.01.2025.,381.16,17.55,0.29,-0.1,Zima,Visoko,2,0,0.0,0.0,-0.08
16.01.2025.,381.06,12.76,0.0,-2.4,Zima,Visoko,2,0,0.0,16.11,-0.1
17.01.2025.,380.98,10.12,0.0,0.9,Zima,Srednje,1,0,16.11,0.0,-0.08
18.01.2025.,380.89,31.25,16.11,2.4,Zima,Visoko,2,0,0.0,0.0,-0.09
19.01.2025.,380.82,31.52,0.0,7.3,Zima,Visoko,2,0,0.0,13.48,-0.07
20.01.2025.,380.8,30.21,0.0,-0.5,Zima,Visoko,1,0,13.48,5.08,-0.02
21.01.2025.,380.77,41.71,13.48,10.2,Zima,Srednje,1,0,5.08,0.0,-0.03
22.01.2025.,380.77,38.66,5.08,-1.3,Zima,Visoko,1,0,0.0,0.0,0.0
23.01.2025.,380.75,29.83,0.0,13.3,Zima,Srednje,1,0,0.0,1.02,-0.02
24.01.2025.,380.7,27.62,0.0,10.9,Zima,Visoko,1,0,1.02,0.0,-0.05
25.01.2025.,380.72,21.37,1.02,4.6,Zima,Visoko,1,0,0.0,0.0,0.02
26.01.2025.,380.69,18.18,0.0,-2.6,Zima,Srednje,1,0,0.0,0.0,-0.03
27.01.2025.,380.63,15.92,0.0,3.8,Zima,Srednje,1,0,0.0,0.22,-0.06
28.01.2025.,380.6,14.34,0.0,2.5,Zima,Visoko,1,0,0.22,23.72,-0.03
29.01.2025.,380.52,13.8,0.22,-1.1,Zima,Visoko,2,0,23.72,0.0,-0.08
30.01.2025.,380.47,51.49,23.72,5.2,Zima,Visoko,2,0,0.0,32.5,-0.05
31.01.2025.,380.39,37.67,0.0,0.7,Zima,Visoko,2,0,32.5,2.36,-0.08
01.02.2025.,380.35,76.67,32.5,1.1,Zima,Visoko,2,0,2.36,0.0,-0.04
02.02.2025.,380.33,59.98,2.36,3.2,Zima,Srednje,1,0,0.0,0.0,-0.02
03.02.2025.,380.24,46.47,0.0,1.7,Zima,Visoko,2,0,0.0,11.38,-0.09
04.02.2025.,380.19,33.59,0.0,12.3,Zima,Visoko,1,0,11.38,3.6,-0.05
05.02.2025.,380.2,44.14,11.38,1.9,Zima,Visoko,1,0,3.6,0.0,0.01
06.02.2025.,380.15,37.29,3.6,5.8,Zima,Srednje,1,0,0.0,5.82,-0.05
07.02.2025.,380.1,29.18,0.0,4.6,Zima,Nisko,1,0,5.82,5.12,-0.05
08.02.2025.,380.07,30.03,5.82,5.4,Zima,Srednje,1,0,5.12,0.0,-0.03
09.02.2025.,380.03,31.97,5.12,5.7,Zima,Visoko,2,0,0.0,0.0,-0.04
10.02.2025.,379.99,28.15,0.0,7.5,Zima,Srednje,1,0,0.0,0.0,-0.04
11.02.2025.,379.96,20.91,0.0,5.1,Zima,Srednje,1,0,0.0,0.0,-0.03
12.02.2025.,379.95,15.83,0.0,4.9,Zima,Nisko,1,0,0.0,0.0,-0.01
13.02.2025.,379.96,11.79,0.0,4.2,Zima,Nisko,0,0,0.0,0.0,0.01
14.02.2025.,379.88,9.94,0.0,3.4,Zima,Visoko,2,0,0.0,0.0,-0.08
15.02.2025.,379.77,7.3,0.0,0.4,Zima,Visoko,2,0,0.0,0.0,-0.11
16.02.2025.,379.73,13.34,0.0,3.8,Zima,Visoko,1,0,0.0,3.46,-0.04
17.02.2025.,379.74,9.89,0.0,5.0,Zima,Nisko,0,0,3.46,11.1,0.01
18.02.2025.,379.77,17.91,3.46,5.6,Zima,Srednje,0,0,11.1,28.04,0.03
19.02.2025.,379.75,36.06,11.1,4.7,Zima,Visoko,1,0,28.04,0.0,-0.02
20.02.2025.,379.73,66.76,28.04,3.1,Zima,Srednje,1,0,0.0,28.06,-0.02
21.02.2025.,379.69,48.24,0.0,3.8,Zima,Visoko,2,0,28.06,1.62,-0.04
22.02.2025.,379.69,75.34,28.06,1.8,Zima,Nisko,1,0,1.62,0.0,0.0
23.02.2025.,379.67,57.59,1.62,5.3,Zima,Srednje,1,0,0.0,0.0,-0.02
24.02.2025.,379.65,41.59,0.0,3.1,Zima,Srednje,1,0,0.0,10.96,-0.02
25.02.2025.,379.59,33.78,0.0,4.7,Zima,Visoko,2,0,10.96,0.0,-0.06
26.02.2025.,379.55,46.57,10.96,8.0,Zima,Srednje,1,0,0.0,0.0,-0.04
27.02.2025.,379.47,36.87,0.0,1.2,Zima,Visoko,2,0,0.0,18.05,-0.08
28.02.2025.,379.39,27.79,0.0,6.4,Zima,Visoko,2,0,18.05,48.72,-0.08
01.03.2025.,379.41,145.53,18.05,14.1,Proljece,Nisko,2,0,48.72,0.0,0.02
02.03.2025.,379.66,418.35,48.72,22.1,Proljece,Nisko,2,0,0.0,8.85,0.25
03.03.2025.,379.81,323.95,0.0,13.1,Proljece,Visoko,3,0,8.85,103.75,0.15
04.03.2025.,379.97,316.09,8.85,16.8,Proljece,Nisko,2,0,103.75,17.11,0.16
05.03.2025.,380.19,450.0,103.75,14.1,Proljece,Srednje,3,0,17.11,0.0,0.22
06.03.2025.,380.43,425.31,17.11,8.4,Proljece,Visoko,3,0,0.0,0.0,0.24
07.03.2025.,380.58,325.02,0.0,11.9,Proljece,Nisko,2,0,0.0,0.0,0.15
08.03.2025.,380.71,272.02,0.0,17.5,Proljece,Nisko,2,0,0.0,0.0,0.13
09.03.2025.,380.78,215.44,0.0,12.3,Proljece,Nisko,2,0,0.0,0.0,0.07
10.03.2025.,380.79,156.89,0.0,5.1,Proljece,Nisko,2,0,0.0,0.0,0.01
11.03.2025.,380.79,139.62,0.0,13.9,Proljece,Nisko,2,0,0.0,0.0,0.0
12.03.2025.,380.8,112.0,0.0,9.6,Proljece,Srednje,2,0,0.0,0.0,0.01
13.03.2025.,380.83,110.26,0.0,14.5,Proljece,Srednje,1,0,0.0,42.87,0.03
14.03.2025.,380.85,134.35,0.0,20.2,Proljece,Srednje,2,0,42.87,0.0,0.02
15.03.2025.,381.03,363.13,42.87,17.1,Proljece,Visoko,3,0,0.0,0.0,0.18
16.03.2025.,381.17,305.2,0.0,20.1,Proljece,Nisko,2,0,0.0,0.0,0.14
17.03.2025.,381.24,237.25,0.0,11.8,Proljece,Srednje,2,0,0.0,0.0,0.07
18.03.2025.,381.3,193.08,0.0,13.4,Proljece,Srednje,2,0,0.0,0.0,0.06
19.03.2025.,381.33,159.68,0.0,9.8,Proljece,Nisko,2,0,0.0,31.57,0.03
20.03.2025.,381.38,132.17,0.0,11.3,Proljece,Nisko,1,0,31.57,25.7,0.05
21.03.2025.,381.46,278.98,31.57,10.3,Proljece,Srednje,3,0,25.7,88.66,0.08
22.03.2025.,381.64,352.92,25.7,8.8,Proljece,Visoko,3,0,88.66,0.0,0.18
23.03.2025.,381.88,450.0,88.66,19.5,Proljece,Visoko,3,0,0.0,0.0,0.24
24.03.2025.,382.04,328.43,0.0,5.6,Proljece,Nisko,2,0,0.0,0.0,0.16
25.03.2025.,382.16,283.91,0.0,19.5,Proljece,Visoko,2,0,0.0,0.0,0.12
26.03.2025.,382.29,244.97,0.0,19.0,Proljece,Visoko,2,0,0.0,22.88,0.13
27.03.2025.,382.38,209.83,0.0,16.0,Proljece,Srednje,2,0,22.88,0.0,0.09
28.03.2025.,382.51,287.13,22.88,9.5,Proljece,Nisko,2,0,0.0,0.0,0.13
29.03.2025.,382.55,212.97,0.0,7.7,Proljece,Visoko,3,0,0.0,0.0,0.04
30.03.2025.,382.62,174.58,0.0,11.8,Proljece,Srednje,2,0,0.0,27.58,0.07
31.03.2025.,382.65,157.95,0.0,16.5,Proljece,Visoko,2,0,27.58,13.66,0.03
01.04.2025.,382.8,291.51,27.58,14.0,Proljece,Srednje,2,0,13.66,19.57,0.15
02.04.2025.,382.94,295.62,13.66,9.8,Proljece,Srednje,2,0,19.57,1.71,0.14
03.04.2025.,383.13,359.86,19.57,18.6,Proljece,Nisko,2,0,1.71,0.0,0.19
04.04.2025.,383.23,314.12,1.71,20.7,Proljece,Visoko,3,0,0.0,0.0,0.1
05.04.2025.,383.34,250.04,0.0,13.1,Proljece,Nisko,2,0,0.0,0.0,0.11
06.04.2025.,383.41,205.57,0.0,14.4,Proljece,Nisko,2,0,0.0,6.66,0.07
07.04.2025.,383.45,155.18,0.0,8.0,Proljece,Srednje,2,0,6.66,0.0,0.04
08.04.2025.,383.51,169.04,6.66,12.3,Proljece,Srednje,2,0,0.0,0.0,0.06
09.04.2025.,383.54,153.81,0.0,16.0,Proljece,Srednje,2,0,0.0,17.79,0.03
10.04.2025.,383.56,141.51,0.0,15.4,Proljece,Srednje,2,0,17.79,64.04,0.02
11.04.2025.,383.65,221.7,17.79,12.0,Proljece,Srednje,2,0,64.04,0.0,0.09
12.04.2025.,383.92,450.0,64.04,12.9,Proljece,Nisko,2,0,0.0,0.0,0.27
13.04.2025.,384.11,343.87,0.0,12.2,Proljece,Nisko,2,0,0.0,0.0,0.19
14.04.2025.,384.22,271.39,0.0,12.9,Proljece,Srednje,2,0,0.0,1.5,0.11
15.04.2025.,384.33,224.94,0.0,15.7,Proljece,Nisko,2,0,1.5,0.0,0.11
16.04.2025.,384.36,171.23,1.5,6.1,Proljece,Nisko,2,0,0.0,27.5,0.03
17.04.2025.,384.38,146.52,0.0,13.7,Proljece,Srednje,2,0,27.5,0.0,0.02
18.04.2025.,384.45,286.14,27.5,15.4,Proljece,Srednje,3,0,0.0,0.0,0.07
19.04.2025.,384.56,229.15,0.0,11.7,Proljece,Nisko,2,1,0.0,0.0,0.11
20.04.2025.,384.59,188.1,0.0,12.1,Proljece,Srednje,2,0,0.0,0.0,0.03
21.04.2025.,384.62,159.84,0.0,12.2,Proljece,Nisko,2,0,0.0,0.0,0.03
22.04.2025.,384.63,135.94,0.0,12.1,Proljece,Srednje,2,0,0.0,9.97,0.01
23.04.2025.,384.6,122.12,0.0,14.0,Proljece,Srednje,2,0,9.97,34.11,-0.03
24.04.2025.,384.63,170.85,9.97,14.5,Proljece,Srednje,2,0,34.11,0.0,0.03
25.04.2025.,384.78,308.61,34.11,5.6,Proljece,Srednje,2,0,0.0,1.19,0.15
26.04.2025.,384.88,255.45,0.0,16.6,Proljece,Srednje,2,0,1.19,68.0,0.1
27.04.2025.,384.9,211.06,1.19,12.8,Proljece,Srednje,3,0,68.0,0.0,0.02
28.04.2025.,385.13,450.0,68.0,21.7,Proljece,Visoko,3,0,0.0,0.0,0.23
29.04.2025.,385.33,335.47,0.0,9.2,Proljece,Nisko,2,0,0.0,0.0,0.2
30.04.2025.,385.45,257.51,0.0,10.5,Proljece,Nisko,2,0,0.0,0.0,0.12
01.05.2025.,385.49,208.97,0.0,13.2,Proljece,Srednje,2,0,0.0,0.0,0.04
02.05.2025.,385.5,182.49,0.0,15.7,Proljece,Srednje,2,0,0.0,0.0,0.01
03.05.2025.,385.51,132.72,0.0,6.2,Proljece,Srednje,2,0,0.0,5.92,0.01
04.05.2025.,385.47,110.8,0.0,10.7,Proljece,Nisko,2,0,5.92,55.22,-0.04
05.05.2025.,385.51,144.14,5.92,16.4,Proljece,Srednje,2,0,55.22,0.0,0.04
06.05.2025.,385.71,415.4,55.22,10.2,Proljece,Visoko,3,0,0.0,9.37,0.2
07.05.2025.,385.84,339.71,0.0,19.5,Proljece,Srednje,3,0,9.37,0.0,0.13
08.05.2025.,385.95,315.55,9.37,12.2,Proljece,Srednje,3,0,0.0,20.21,0.11
09.05.2025.,386.06,241.56,0.0,10.4,Proljece,Nisko,2,0,20.21,75.77,0.11
10.05.2025.,386.15,318.03,20.21,16.4,Proljece,Nisko,3,0,75.77,33.21,0.09
11.05.2025.,386.47,450.0,75.77,20.4,Proljece,Nisko,2,0,33.21,2.89,0.32
12.05.2025.,386.71,450.0,33.21,15.7,Proljece,Srednje,3,0,2.89,0.0,0.24
13.05.2025.,386.9,379.6,2.89,19.0,Proljece,Visoko,3,0,0.0,18.63,0.19
14.05.2025.,387.02,320.24,0.0,20.7,Proljece,Visoko,3,0,18.63,0.0,0.12
15.05.2025.,387.19,345.15,18.63,10.3,Proljece,Srednje,2,1,0.0,0.0,0.17
16.05.2025.,387.32,286.78,0.0,17.8,Proljece,Visoko,3,0,0.0,6.76,0.13
17.05.2025.,387.36,219.65,0.0,7.9,Proljece,Srednje,3,0,6.76,6.3,0.04
18.05.2025.,387.44,223.92,6.76,15.7,Proljece,Nisko,2,1,6.3,0.0,0.08
19.05.2025.,387.5,218.98,6.3,13.7,Proljece,Nisko,2,0,0.0,0.0,0.06
20.05.2025.,387.57,198.78,0.0,19.0,Proljece,Srednje,2,0,0.0,0.0,0.07
21.05.2025.,387.65,184.3,0.0,18.7,Proljece,Nisko,2,0,0.0,1.87,0.08
22.05.2025.,387.67,165.8,0.0,16.3,Proljece,Srednje,2,0,1.87,0.0,0.02
23.05.2025.,387.65,157.28,1.87,15.2,Proljece,Visoko,3,0,0.0,0.0,-0.02
24.05.2025.,387.64,144.86,0.0,16.0,Proljece,Nisko,2,0,0.0,0.0,-0.01
25.05.2025.,387.65,134.3,0.0,14.2,Proljece,Nisko,2,0,0.0,0.0,0.01
26.05.2025.,387.61,121.32,0.0,13.8,Proljece,Nisko,2,0,0.0,0.0,-0.04
27.05.2025.,387.61,130.03,0.0,19.8,Proljece,Srednje,2,0,0.0,35.49,0.0
28.05.2025.,387.64,136.63,0.0,20.3,Proljece,Srednje,2,0,35.49,0.0,0.03
29.05.2025.,387.74,313.16,35.49,13.4,Proljece,Srednje,3,0,0.0,0.0,0.1
30.05.2025.,387.89,254.4,0.0,15.0,Proljece,Srednje,2,0,0.0,0.0,0.15
31.05.2025.,387.98,210.15,0.0,14.3,Proljece,Srednje,2,0,0.0,0.0,0.09
01.06.2025.,388.03,152.59,0.0,25.6,Ljeto,Nisko,2,0,0.0,9.43,0.05
02.06.2025.,388.02,111.81,0.0,30.7,Ljeto,Visoko,2,0,9.43,0.0,-0.01
03.06.2025.,387.98,87.68,9.43,38.4,Ljeto,Srednje,2,0,0.0,0.57,-0.04
04.06.2025.,388.0,64.2,0.0,29.0,Ljeto,Srednje,1,0,0.57,0.0,0.02
05.06.2025.,387.93,50.04,0.57,40.5,Ljeto,Srednje,2,0,0.0,0.0,-0.07
06.06.2025.,387.93,40.59,0.0,36.7,Ljeto,Srednje,1,0,0.0,0.0,0.0
07.06.2025.,387.87,31.05,0.0,33.6,Ljeto,Nisko,1,0,0.0,2.71,-0.06
08.06.2025.,387.84,24.68,0.0,34.2,Ljeto,Srednje,1,0,2.71,0.0,-0.03
09.06.2025.,387.79,27.38,2.71,28.3,Ljeto,Srednje,1,0,0.0,9.29,-0.05
10.06.2025.,387.77,20.75,0.0,30.9,Ljeto,Srednje,1,0,9.29,11.92,-0.02
11.06.2025.,387.71,22.23,9.29,37.8,Ljeto,Nisko,1,0,11.92,0.0,-0.06
12.06.2025.,387.71,24.78,11.92,29.5,Ljeto,Nisko,1,0,0.0,5.15,0.0
13.06.2025.,387.67,19.28,0.0,36.2,Ljeto,Srednje,1,0,5.15,7.01,-0.04
14.06.2025.,387.65,21.15,5.15,26.5,Ljeto,Nisko,1,0,7.01,0.0,-0.02
15.06.2025.,387.56,21.17,7.01,27.2,Ljeto,Visoko,2,0,0.0,1.34,-0.09
16.06.2025.,387.52,20.12,0.0,39.6,Ljeto,Nisko,1,0,1.34,0.0,-0.04
17.06.2025.,387.44,15.57,1.34,32.0,Ljeto,Srednje,1,0,0.0,0.0,-0.08
18.06.2025.,387.39,21.1,0.0,29.8,Ljeto,Srednje,1,0,0.0,1.51,-0.05
19.06.2025.,387.31,19.53,0.0,37.5,Ljeto,Visoko,2,0,1.51,0.0,-0.08
20.06.2025.,387.27,19.71,1.51,37.0,Ljeto,Srednje,1,0,0.0,0.0,-0.04
21.06.2025.,387.22,15.67,0.0,35.7,Ljeto,Nisko,1,0,0.0,1.8,-0.05
22.06.2025.,387.2,16.9,0.0,29.7,Ljeto,Nisko,1,0,1.8,8.51,-0.02
23.06.2025.,387.13,18.27,1.8,30.9,Ljeto,Srednje,1,0,8.51,0.0,-0.07
24.06.2025.,387.1,23.13,8.51,33.2,Ljeto,Srednje,1,0,0.0,0.0,-0.03
25.06.2025.,387.02,16.76,0.0,34.8,Ljeto,Srednje,1,0,0.0,10.74,-0.08
26.06.2025.,386.96,13.43,0.0,30.0,Ljeto,Nisko,1,0,10.74,1.13,-0.06
27.06.2025.,386.92,18.17,10.74,32.7,Ljeto,Visoko,1,0,1.13,2.16,-0.04
28.06.2025.,386.85,17.41,1.13,33.1,Ljeto,Nisko,1,0,2.16,7.83,-0.07
29.06.2025.,386.86,15.07,2.16,37.1,Ljeto,Nisko,0,0,7.83,0.0,0.01
30.06.2025.,386.8,20.35,7.83,35.0,Ljeto,Visoko,2,0,0.0,3.99,-0.06
01.07.2025.,386.76,15.21,0.0,26.0,Ljeto,Srednje,1,0,3.99,0.83,-0.04
02.07.2025.,386.73,15.3,3.99,31.1,Ljeto,Srednje,1,0,0.83,0.0,-0.03
03.07.2025.,386.75,16.11,0.83,28.3,Ljeto,Nisko,0,0,0.0,0.09,0.02
04.07.2025.,386.63,11.81,0.0,34.3,Ljeto,Visoko,2,0,0.09,0.0,-0.12
05.07.2025.,386.64,12.95,0.09,35.7,Ljeto,Nisko,0,0,0.0,1.45,0.01
06.07.2025.,386.58,9.56,0.0,32.4,Ljeto,Srednje,1,0,1.45,0.89,-0.06
07.07.2025.,386.49,9.82,1.45,30.9,Ljeto,Visoko,2,0,0.89,0.0,-0.09
08.07.2025.,386.44,10.44,0.89,32.3,Ljeto,Nisko,1,0,0.0,4.72,-0.05
09.07.2025.,386.36,9.9,0.0,32.8,Ljeto,Srednje,1,0,4.72,3.32,-0.08
10.07.2025.,386.26,17.15,4.72,29.4,Ljeto,Visoko,2,0,3.32,1.18,-0.1
11.07.2025.,386.23,15.33,3.32,27.1,Ljeto,Srednje,1,0,1.18,0.0,-0.03
12.07.2025.,386.16,12.05,1.18,23.8,Ljeto,Nisko,1,0,0.0,0.0,-0.07
13.07.2025.,386.07,12.85,0.0,37.1,Ljeto,Visoko,2,0,0.0,1.27,-0.09
14.07.2025.,385.99,18.93,0.0,34.0,Ljeto,Srednje,1,0,1.27,0.0,-0.08
15.07.2025.,385.95,18.82,1.27,33.5,Ljeto,Srednje,1,0,0.0,0.0,-0.04
16.07.2025.,385.92,14.15,0.0,37.1,Ljeto,Srednje,1,0,0.0,0.0,-0.03
17.07.2025.,385.87,12.38,0.0,27.0,Ljeto,Nisko,0,0,0.0,0.0,-0.05
18.07.2025.,385.84,9.38,0.0,25.1,Ljeto,Nisko,0,0,0.0,2.47,-0.03
19.07.2025.,385.8,7.61,0.0,33.5,Ljeto,Nisko,1,0,2.47,5.22,-0.04
20.07.2025.,385.74,7.34,2.47,33.2,Ljeto,Nisko,1,0,5.22,0.0,-0.06
21.07.2025.,385.72,9.9,5.22,25.1,Ljeto,Nisko,0,0,0.0,0.43,-0.02
22.07.2025.,385.69,11.01,0.0,33.4,Ljeto,Srednje,1,0,0.43,20.98,-0.03
23.07.2025.,385.68,8.74,0.43,30.4,Ljeto,Nisko,0,0,20.98,0.0,-0.01
24.07.2025.,385.57,25.83,20.98,28.8,Ljeto,Visoko,2,0,0.0,1.19,-0.11
25.07.2025.,385.5,19.92,0.0,30.7,Ljeto,Visoko,1,0,1.19,0.0,-0.07
26.07.2025.,385.44,17.2,1.19,22.2,Ljeto,Srednje,1,0,0.0,0.81,-0.06
27.07.2025.,385.39,15.19,0.0,29.6,Ljeto,Srednje,1,0,0.81,0.0,-0.05
28.07.2025.,385.32,11.66,0.81,29.2,Ljeto,Srednje,1,0,0.0,0.0,-0.07
29.07.2025.,385.26,12.89,0.0,34.2,Ljeto,Srednje,1,0,0.0,2.07,-0.06
30.07.2025.,385.24,16.54,0.0,31.4,Ljeto,Srednje,1,0,2.07,0.44,-0.02
31.07.2025.,385.17,17.5,2.07,34.6,Ljeto,Visoko,2,0,0.44,0.0,-0.07
01.08.2025.,385.17,17.43,0.44,21.8,Ljeto,Nisko,0,0,0.0,1.13,0.0
02.08.2025.,385.14,17.15,0.0,28.6,Ljeto,Srednje,1,0,1.13,0.79,-0.03
03.08.2025.,385.07,15.13,1.13,34.2,Ljeto,Srednje,1,0,0.79,0.0,-0.07
04.08.2025.,385.04,11.68,0.79,30.8,Ljeto,Srednje,1,0,0.0,0.0,-0.03
05.08.2025.,385.06,9.95,0.0,35.4,Ljeto,Nisko,0,0,0.0,3.53,0.02
06.08.2025.,385.01,13.82,0.0,24.8,Ljeto,Srednje,1,0,3.53,1.78,-0.05
07.08.2025.,384.96,13.73,3.53,34.9,Ljeto,Srednje,1,0,1.78,3.01,-0.05
08.08.2025.,384.92,11.5,1.78,29.4,Ljeto,Srednje,1,0,3.01,6.06,-0.04
09.08.2025.,384.84,11.36,3.01,29.1,Ljeto,Srednje,1,0,6.06,0.21,-0.08
10.08.2025.,384.85,14.02,6.06,36.0,Ljeto,Nisko,0,0,0.21,0.0,0.01
11.08.2025.,384.8,12.14,0.21,36.6,Ljeto,Nisko,1,0,0.0,0.0,-0.05
12.08.2025.,384.75,10.47,0.0,36.1,Ljeto,Nisko,1,0,0.0,1.31,-0.05
13.08.2025.,384.69,10.25,0.0,40.2,Ljeto,Nisko,1,0,1.31,0.0,-0.06
14.08.2025.,384.65,14.52,1.31,37.1,Ljeto,Srednje,1,0,0.0,0.0,-0.04
15.08.2025.,384.59,12.17,0.0,28.8,Ljeto,Nisko,1,0,0.0,0.0,-0.06
16.08.2025.,384.53,9.72,0.0,32.6,Ljeto,Nisko,1,0,0.0,0.0,-0.06
17.08.2025.,384.48,13.26,0.0,30.6,Ljeto,Srednje,1,0,0.0,3.6,-0.05
18.08.2025.,384.42,11.55,0.0,40.1,Ljeto,Visoko,2,0,3.6,7.83,-0.06
